dispatch_date_time,text_general_code,lat,lng
2023-02-22 17:44:00+00:00,Rape,39.9230809,-75.2290928
2023-02-26 21:49:00+00:00,Rape,39.95877676,-75.19085475
2023-02-19 15:52:00+00:00,Rape,40.02605843,-75.16696602
2023-03-06 17:52:00+00:00,Rape,40.12636751,-75.02010186
2023-02-07 01:25:00+00:00,Rape,40.05319782,-75.09918475
2023-03-07 02:25:00+00:00,Rape,40.02634531,-75.13709788
2023-03-07 01:39:00+00:00,Rape,39.98175048,-75.16459408
2023-03-12 07:02:00+00:00,Rape,39.92016799,-75.16142977
2023-02-16 07:40:00+00:00,Rape,39.99449679,-75.12241611
2023-03-17 22:02:00+00:00,Rape,40.04586141,-75.11362122
2023-04-12 19:13:00+00:00,Rape,40.02930441,-75.21723412
2023-03-17 14:21:00+00:00,Rape,39.95022337,-75.22489491
2023-03-27 16:02:00+00:00,Rape,40.01468923,-75.06500674
2023-03-27 13:21:00+00:00,Rape,40.02841541,-75.12932788
2023-03-19 02:37:00+00:00,Rape,40.12636751,-75.02010186
2023-03-27 17:23:00+00:00,Rape,39.94932464,-75.16044504
2023-02-17 14:50:00+00:00,Rape,40.0045465,-75.15097154
2023-04-08 15:50:00+00:00,Rape,39.97944916,-75.22537178
2023-03-31 21:13:00+00:00,Rape,39.99565928,-75.11488992
2023-04-05 19:43:00+00:00,Rape,40.07895251,-75.02538019
2023-04-10 17:12:00+00:00,Rape,39.99123144,-75.11145583
2023-04-07 17:01:00+00:00,Rape,39.96931703,-75.20510535
2023-04-06 00:00:00+00:00,Rape,39.93302396,-75.18811691
2023-04-12 00:09:00+00:00,Rape,40.05148241,-75.08537581
2023-03-04 04:36:00+00:00,Rape,40.0599415,-75.15972556
2023-03-30 22:08:00+00:00,Rape,40.04826341,-75.18340039
2023-03-31 16:10:00+00:00,Rape,39.92211348,-75.17191802
2023-03-30 23:15:00+00:00,Rape,39.99895176,-75.15351853
2023-04-07 13:36:00+00:00,Rape,39.94190926,-75.23334237
2023-04-10 09:09:00+00:00,Rape,40.02096239,-75.14869401
2023-04-07 17:35:00+00:00,Rape,39.95389029,-75.14386712
2023-03-01 18:08:00+00:00,Rape,40.00672131,-75.1070952
2023-01-05 04:20:00+00:00,Rape,40.04468215,-75.02631196
2023-01-06 17:38:00+00:00,Rape,40.01736536,-75.11659723
